name,participation_count,points,rank,ai_rank
HexTemplar,4,19075,869,
NULLBYTE NINJAS,4,19050,870,
HackUTT,4,19050,871,
les 2be3 3rbi,4,19050,872,
Frooty Loops,2,19025,873,
\x90couch,5,18975,874,
cyb3rcl0wn$,4,18975,875,
TelSec,15,18950,876,
TFS,6,18900,877,
E3rr0r_N0t_F0un4,6,18900,878,
GM Red,5,18900,879,
Brute Forest,10,18825,880,
Band of Misfits,3,18825,881,
0xECE_CTF,6,18775,882,
The Explorers,1,18775,883,
M1 SSI,7,18750,884,
HackGyver 2.0,3,18750,885,
StrangerThings,3,18750,886,
Bug Assassins,20,18750,887,
NGVM,2,18750,888,
xXZ3r0D4yZxX,4,18700,889,
1sl4nd3rs,4,18700,890,
w3 1nn0v473,9,18700,891,
SomeInTheHat,2,18700,892,
RPISEC,7,18675,893,
whoami.exe go brrrrrrrrrrrrrrr,3,18675,894,
pshegger-alone,1,18675,895,
MakMan,1,18650,896,
farmerzyPL,6,18650,897,
jakepolatty,1,18625,898,
def@ult,2,18600,899,
Lowell,3,18600,900,
Alphasec Team,6,18575,901,
Z3roN0de0xFF,4,18575,902,
beta breakers,6,18550,903,
Inscrutable,6,18550,904,
ellouzers,4,18550,905,
Hào Hào Gang,6,18550,906,
Root Warlords,6,18550,907,
OpDedSec,2,18550,908,
JustPatty,1,18550,909,
DarkLead!,6,18550,910,
Ch0up1,4,18500,911,
Claw Command Hacking Team,9,18475,912,
bobbylobby,4,18450,913,
Phoenixx,13,18425,914,
Shalena Bdjilka,9,18425,915,
Wayne Enterprises,3,18425,916,
CyberSeige,2,18375,917,
Dare to try,4,18375,918,
CGI,3,18375,919,
HouseOfTheHacker,11,18375,920,
IJustWannaCheckThisOut,1,18350,921,
FixIt42,2,18350,922,
fs0ci3ty.py,4,18325,923,
TheStrawHat,5,18325,924,
MLUC tr0jans 2,3,18325,925,
Hooray for N00bies,4,18300,926,
Maybe-a-Team,3,18275,927,
UnknownFellows,4,18275,928,
5h4d0wbr0k3r5,5,18275,929,
HTB{SemCukru},6,18275,930,
assemblysk,5,18275,931,
Power Puff Pwn,7,18225,932,
Calder7 & friends,6,18225,933,
Los boulettos,4,18200,934,
The Old Security Reach Around,3,18175,935,
FourToOne,5,18150,936,
284911491312,4,18150,937,
HashHackers,9,18150,938,
Italian Mafia,3,18150,939,
Shadow_Recon,6,18125,940,
la_thanos,1,18100,941,
Quants,5,18100,942,
DroxyDru,1,18100,943,
SavageGeese,4,18075,944,
club .eh,5,18025,945,
sku4fr1cs,8,18000,946,
Ev3ntHoriz0n,1,18000,947,
Team Stitch O.o,4,17975,948,
CUET AllGuardians,4,17975,949,
ItalianFurnitureCompany,7,17950,950,
Hackchester,7,17950,951,
一人芝居,1,17950,952,
CyberPhoenixes,1,17925,953,
Hunt3r*s,4,17900,954,
DawgStyle,15,17875,955,
Ch4kr4vyuh,5,17875,956,
The_Brood,2,17875,957,
HackstreetBoyz69,4,17875,958,
Banu Hashim Hackers,7,17850,959,
Bitsploiters,8,17825,960,
Datacrunchers,2,17825,961,
cyber_clits,2,17825,962,
Said No To Electric,10,17800,963,
ZeroStance,1,17800,964,
P0P3r0s,3,17800,965,
ItsOnSite,9,17800,966,
C0nfusi0n,2,17775,967,
Mojoncitos2,3,17775,968,
FriendWithBunbo,9,17750,969,
RootForceOne,6,17750,970,
LaParcaColombian,3,17725,971,
Loco Motive Inc.,1,17700,972,
LoTek,7,17700,973,
imp0ster56,5,17675,974,
Squadron_404,5,17675,975,
Z0R,1,17650,976,
Jazzruran,1,17625,977,
Dahlgren,1,17575,978,
?v=dQw4w9WgXcQ,1,17575,979,
popuku,1,17550,980,
Cyberninja Gamers,2,17550,981,
D3monics,11,17550,982,
Ulementium,3,17525,983,
PilumMuralis,5,17525,984,
Garwin,5,17525,985,
KnackDieKiste-Jünger,3,17500,986,
Amazing VMRO,5,17475,987,
INSA-Lyon,5,17475,988,
duks,2,17475,989,
Yavuzlar,6,17400,990,
HowToSellYoghurtOnline (fast),3,17400,991,
B.I.P.,2,17400,992,
LTBM,3,17375,993,
Elipoo,3,17375,994,
EHAX DTU,13,17325,995,
Zer0iQ,5,17250,996,
Phish 'n Chips,4,17250,997,
FS01ETY,1,17225,998,
Digital Overlord,3,17200,999,
bakayang,2,17200,1000,
???%,4,17175,1001,
Cryptomancers,4,17150,1002,
WMAppSec,9,17150,1003,
CYBORG7,1,17125,1004,
not-not-Team-Shermna,4,17125,1005,
infox,5,17125,1006,
purplectf,9,17125,1007,
Lakota Cyber Academy,10,17100,1008,
LaTaverneAnonyme,2,17100,1009,
the_bridge,4,17075,1010,
CTFFTW,3,17075,1011,
shellbound,1,17075,1012,
sanity check,5,17050,1013,
coin2pain,2,17025,1014,
KEA - IT-sikkerhed F25A,9,17025,1015,
CFAIR,3,16975,1016,
badpwd,4,16975,1017,
Cutie Patotie,4,16975,1018,
fill_in__the_blanks,6,16975,1019,
SU_ctf,4,16950,1020,
Terefere,10,16950,1021,
Martin ROUTER Kings,6,16950,1022,
subject to change,11,16925,1023,
Varrock Villians,6,16900,1024,
Cipher Crew,2,16900,1025,
Attack on Hash Function,4,16900,1026,
Marcotech Cyber Team,6,16900,1027,
Cryptocalypse,19,16875,1028,
deathwing,3,16875,1029,
rot0,2,16875,1030,
Ducksrcute,1,16875,1031,
C0L0N3L P4N1C,8,16850,1032,
day1noobs,11,16850,1033,
ayksternator,1,16825,1034,
Vlatkovi minioni,4,16825,1035,
stellar duck,2,16825,1036,
DebugZero Labs,1,16825,1037,
G33zPh4nt0m,20,16825,1038,
Ziggurat,4,16800,1039,
QaymaQ,7,16775,1040,
Les Yeux Qui Piquent,4,16775,1041,
Curiosity1,10,16775,1042,
DerMichael,2,16775,1043,
Magheister,1,16775,1044,
Eh um pôico,1,16750,1045,
Subnet Maskateers,5,16750,1046,
Meowtopia,3,16750,1047,
Authentic Moklet,4,16725,1048,
92d Skulls,5,16725,1049,
0DaySober,9,16725,1050,
TecnetOne,4,16725,1051,
HackNotFound,2,16700,1052,
meme or meme,4,16675,1053,
Night Crawlers,5,16650,1054,
4NC13NT_w4rR1OR2,6,16625,1055,
BMM Testlabs Security,7,16600,1056,
Russey Keo,10,16600,1057,
0bfuscated_t3am,5,16600,1058,
pipiskus,3,16600,1059,
sknb,7,16600,1060,
0Cyber22,7,16575,1061,
Answer,1,16575,1062,
UMD grads,7,16550,1063,
DCSync or Swim,9,16500,1064,
pwn_of_b4c4lh4u,3,16475,1065,
PacketNinjas,4,16475,1066,
PentestPeople,7,16475,1067,
Exploit Elders,7,16475,1068,
M53,5,16450,1069,
Aw4k3n,3,16450,1070,
TomatoPotato,2,16400,1071,
peppermints,5,16400,1072,
Cyber_KiTa,5,16350,1073,
Cache Me Outside,12,16325,1074,
caitlyn feet pics,4,16300,1075,
Mustafa Rabbah,1,16300,1076,
Sticky Kitchen,2,16300,1077,
CTFI,1,16300,1078,
Cyber_Pranava,5,16300,1079,
Fibonacci,3,16275,1080,
Aviation Geeks,3,16250,1081,
TeamSC,5,16225,1082,
ultimate amphibians,3,16225,1083,
0v3r3xpl0it,2,16225,1084,
GiveUpEarly,1,16200,1085,
orient,2,16200,1086,
CurlyCapy,3,16200,1087,
potato_moose,1,16150,1088,
ctf4fun,1,16125,1089,
Flag Transfer Protocol,11,16100,1090,
SN0RLAXX,1,16100,1091,
NCA@Nepal,6,16075,1092,
rainbow-unicorns,6,16075,1093,
Fury Force,2,16050,1094,
gabisa ctf,1,16050,1095,
RepofHackers,4,16025,1096,
HoL0Sph3r3,1,16000,1097,
miniOSPF,4,16000,1098,
Str4wh4t$,12,16000,1099,
Jutlandia,11,16000,1100,
AKYber,3,16000,1101,
ICE Breakers,2,16000,1102,
Bin Ari,1,15975,1103,
practicaltacocat,1,15975,1104,
Victor Favela,1,15975,1105,
Saibertèch,7,15975,1106,
Northian crows,4,15975,1107,
nosleepco,2,15950,1108,
Cyber_369,2,15925,1109,
Minions 🍌,1,15900,1110,
sh4d0w_br0k3r,5,15900,1111,
ValHack,10,15900,1112,
BleedBlue1337,3,15875,1113,
Thr4t Hunt1n9,4,15875,1114,
NullByte Syndicate,3,15875,1115,
PUO 69,10,15875,1116,
78,4,15850,1117,
THMittelhesse,3,15850,1118,
RMH,1,15850,1119,
OSAM_z3r0day,5,15825,1120,
Hack It Braw!,6,15825,1121,
Pack3tPalad1ns,4,15825,1122,
necr0mancer,1,15825,1123,
RootMiner,1,15775,1124,
The Last Dance!,1,15725,1125,
Keyboard Tappers,8,15700,1126,
L'opat,3,15650,1127,
Actor,4,15625,1128,
EHUINFOR,6,15625,1129,
33ns,2,15600,1130,
Drop Tables Crew,6,15575,1131,
infophreak,11,15550,1132,
$kids,3,15525,1133,
HackerSir,7,15500,1134,
Bug Bounty Girls Club,15,15500,1135,
HewKao,4,15500,1136,
pwntheroot,10,15475,1137,
Nokedli,1,15475,1138,
burn it all down,6,15475,1139,
ScriptKiddiesBR,2,15475,1140,
KingOfTheHill,2,15425,1141,
Rural Hacking,9,15400,1142,
opcodez,1,15375,1143,
Cyber_SecMon,7,15375,1144,
WTN,5,15375,1145,
jitkam2,1,15375,1146,
ldmd,1,15350,1147,
Question 1,3,15350,1148,
N0ob Cyb3rs,3,15325,1149,
Shecurity,10,15300,1150,
Viltrum Empire,3,15275,1151,
LesCr'Hack,12,15275,1152,
Zero Solve,5,15225,1153,
Eldoria's cyberhunters,6,15225,1154,
Cyb3rSc4v3ng3r,6,15225,1155,
thrumbos,1,15225,1156,
NullVar,4,15200,1157,
vitrier,9,15200,1158,
CECS,6,15175,1159,
PPPM1987,1,15175,1160,
Myc0w0rrhizal Network :3,3,15175,1161,
Tri Cryptix,5,15150,1162,
Gifu,1,15150,1163,
UnfetteredAccess,3,15125,1164,
Net  Ninjas,12,15125,1165,
404EXPLOITERS,9,15125,1166,
0n my 0wn,1,15125,1167,
Uiauiaui,2,15100,1168,
DDLR-Team,3,15100,1169,
Wh0_kn0wS,1,15100,1170,
CDA,1,15075,1171,
Mama Mo,5,15075,1172,
Ain't Gonna Win,1,15075,1173,
€yber€lan,2,15050,1174,
Black Reapers,3,15050,1175,
Splinter Shell,2,15050,1176,
Living Sky IT,3,15025,1177,
UniMSCERT,1,15025,1178,
Aiven Oy,3,15025,1179,
OzSec Scarecrow Academy,10,15000,1180,
Twilight Wardens,4,14975,1181,
EliteSniff3rz_old,4,14975,1182,
tr0pica1Byt3s,1,14975,1183,
Shadow_hackers_∞,4,14975,1184,
TheOrder,1,14950,1185,
CodeCat,3,14950,1186,
Echi5a,4,14950,1187,
AmongHaxx,2,14950,1188,
Dafalgan 500mg paracétamol,1,14950,1189,
Carrying the 127.0.0.1-ies,3,14950,1190,
L1x,2,14950,1191,
K3rn3l_P4n1C,3,14925,1192,
Nazarix,1,14925,1193,
RAVENCS,5,14925,1194,
bitF45T,5,14900,1195,
h4ckad1a,2,14900,1196,
CyberDogs,7,14900,1197,
douche,3,14900,1198,
Eager Beavers,3,14875,1199,
uxrb5c2,4,14850,1200,
pogit,1,14850,1201,
MordorKawaii,6,14850,1202,
Breach Point,9,14850,1203,
mordecai and the rigbys,3,14800,1204,
Sudo Social Club,5,14750,1205,
The Starters,5,14725,1206,
Noobz4Life,1,14700,1207,
Die Floristen,1,14675,1208,
Squirtle_Squad,6,14675,1209,
Tales_from_Kali,10,14650,1210,
Tecnocratas,2,14625,1211,
onA1aCarte,1,14600,1212,
BL4CKF0X3S,1,14575,1213,
Team Cyber Apocalypse BR CTF,13,14575,1214,
k3rn4lp4n1c-DSU,8,14575,1215,
NullBorn,16,14525,1216,
Syntax Terrors,5,14525,1217,
is_that_el33t?,4,14500,1218,
ECTFT,3,14500,1219,
80085,8,14475,1220,
Ghosthood,5,14475,1221,
CYberMouflons,4,14450,1222,
Would you like a cup of coffee,9,14450,1223,
TCOTBC,5,14450,1224,
Wehtikal,3,14425,1225,
Phasmatis,3,14425,1226,
772a3c3c40383b2d58595a48,2,14425,1227,
42gang,4,14425,1228,
CAT Inspectors,4,14400,1229,
m1ttw4ld,6,14375,1230,
Errors!Sum0neRs,5,14375,1231,
Los Hombres,1,14375,1232,
ACSI Infosec,14,14350,1233,
thevietronin,2,14350,1234,
MazeRunnersPUC,7,14325,1235,
Lets go solo,1,14325,1236,
Handsome Karl's Henchmen,3,14325,1237,
EWUCyb3rCr3w,7,14300,1238,
thifx,4,14300,1239,
Z3R0 RU135,5,14275,1240,
Amazonas,7,14275,1241,
Sph1nx,7,14275,1242,
W&nTzz!,6,14250,1243,
Ass3rtCr3w,4,14250,1244,
grimau,3,14250,1245,
meow*,1,14250,1246,
Awaduo,4,14250,1247,
INSSec,2,14250,1248,
RedSn1perTeam,5,14250,1249,
R0ckS0lid,1,14250,1250,
SITA_CTF,5,14225,1251,
DC509,6,14225,1252,
N00B_T@RT@N5,4,14200,1253,
AIMH-HACKERS,6,14200,1254,
F1ow3r_Gard3n,4,14200,1255,
UAB Hacking Team,4,14200,1256,
0ski,4,14200,1257,
The Silent Byte,3,14200,1258,
Team_Delta,1,14200,1259,
DF_INTERN,4,14200,1260,
N Ø C T I S,2,14200,1261,
*Quack* Overflow,2,14200,1262,
Dragon Bytes Back,3,14175,1263,
ZeroDayz,3,14175,1264,
Error__418,3,14175,1265,
N0L0g1nH4ck,6,14150,1266,
tmp3st,8,14150,1267,
Skids United,4,14125,1268,
Sec0n3,3,14125,1269,
White Hat Cyber Crew,3,14100,1270,
s3cure_sh4ll,1,14100,1271,
Top 7 Favéeeee,7,14075,1272,
sick of my voice,4,14050,1273,
UGB Security,1,14050,1274,
A Literal Bag of Rocks,3,14050,1275,
CIMATEC - CYBERDUCKS,6,14050,1276,
OmniHacker114,1,14025,1277,
anselm,1,14025,1278,
NomyoTheTourist,1,14025,1279,
R3bbIts,2,14025,1280,
The Exploit Hunters,1,13950,1281,
3r0th3r CC,5,13900,1282,
Think_Tank,3,13900,1283,
LordSpamalot,3,13900,1284,
ForcePwners,2,13875,1285,
Kerabatsos,1,13850,1286,
AlwaysB33nN3rdy,6,13775,1287,
sleepystitches,1,13775,1288,
confidential_spider,4,13775,1289,
All Hands Active!,4,13750,1290,
Dark Knight Tech,5,13725,1291,
GeneratorRex,1,13700,1292,
POLITE JUICE,6,13675,1293,
Assassin's Code,7,13675,1294,
Exc3pti0nals,5,13625,1295,
FubberOverBlow,4,13625,1296,
Section 31,1,13600,1297,
Cr4ck-H0st,3,13600,1298,
DinosaurCoders,1,13600,1299,
SUNN,2,13600,1300,
Team Bitsec,3,13550,1301,
Looney Bits,9,13550,1302,
ReyRey,4,13525,1303,
The Crow,1,13525,1304,
Ethical Empire,1,13500,1305,
Super★Cute★Pentesters,4,13475,1306,
feralrats,2,13475,1307,
Root Runners,3,13475,1308,
s1mple_h4ck_t3am,1,13475,1309,
Protein,1,13450,1310,
TheThirstyRobot,2,13450,1311,
Sombrero Rojo,10,13450,1312,
Telespielkombinat,1,13425,1313,
TeamRock,3,13425,1314,
x4247Sec,5,13425,1315,
SWT,1,13425,1316,
bewaretheotters,1,13400,1317,
CIAT Grizzlies,5,13400,1318,
Moenias,5,13375,1319,
VJ-NJ-DHS-HCI-NYJC-ASR league,10,13375,1320,
Rem3,1,13375,1321,
Hash Crushers,3,13375,1322,
C.P.C,20,13375,1323,
University of Bath Cyber Soc,3,13375,1324,
Amazonian Hunters,8,13350,1325,
BrokenShells,5,13325,1326,
Fish𓆟𓆟,1,13325,1327,
Beeassage,8,13325,1328,
four letters,2,13300,1329,
0l1mpo.G0ds,6,13300,1330,
Oh No,1,13300,1331,
Threat Protectors,7,13300,1332,
Vasilevs,3,13300,1333,
Mighty DSSI,2,13300,1334,
ROOT@ACCH,6,13275,1335,
IT Tech Support,7,13275,1336,
University of Arizona,2,13275,1337,
cage,1,13275,1338,
Direccion General de Trafico,5,13250,1339,
N0J4M!,3,13250,1340,
ZeroDay Seeker,2,13225,1341,
HOJT,1,13225,1342,
m1das,2,13225,1343,
Andrew tate,5,13225,1344,
EOF^Z,2,13225,1345,
Yöreis3c,2,13225,1346,
ALATOO,5,13200,1347,
TKUIMSG,2,13200,1348,
Carapace,1,13175,1349,
thenewteam,1,13175,1350,
catlover,3,13175,1351,
House Starks,1,13175,1352,
n3wgen,4,13125,1353,
Porci,1,13100,1354,
DRV CTF Team,1,13025,1355,
Grab'em by the Flag,4,13025,1356,
The Blugold Group (UWEC),5,13025,1357,
HackersSaRada,6,13025,1358,
exyl,6,13000,1359,
Gambit Hacking Club,4,12975,1360,
UTS CSEC,7,12950,1361,
Comida Mexicana,7,12950,1362,
BlackCypher,4,12925,1363,
Kaczuszki,2,12925,1364,
Circuit Breakers,5,12925,1365,
BJ _SEC,4,12875,1366,
DT & NT,5,12875,1367,
0Day Nomads,1,12850,1368,
Freep0nx,5,12825,1369,
VFlag,4,12825,1370,
Encryptorium,1,12800,1371,
Baarat,2,12800,1372,
kakiTeam,2,12800,1373,
YmFzZTY0IGVuY29kZWQgdGV4dA==,3,12800,1374,
LithoSec,6,12800,1375,
Prizzzrak,1,12775,1376,
duckhunt,6,12750,1377,
Binary Overlords,7,12750,1378,
Staffs CTF Team,8,12725,1379,
CTSafran,6,12725,1380,
tet3333,1,12725,1381,
!2day,1,12725,1382,
MarchaAtras1a,2,12725,1383,
hackDino,7,12725,1384,
CyberUnicorn,3,12700,1385,
Advanced Persistent Rats,6,12675,1386,
MadFox3s,2,12675,1387,
DeaderPlatypus,2,12650,1388,
wololohackingproject,1,12650,1389,
chatAPT,2,12650,1390,
dog4shell,2,12625,1391,
Section9,1,12625,1392,
Cipher Bytes,7,12575,1393,
PotmeHunt,1,12575,1394,
Sacred Heart University,6,12575,1395,
C4TCH_TH3_B4GH,3,12550,1396,
Noirchapeau,3,12550,1397,
G99x,2,12550,1398,
Cryptoprepper,1,12550,1399,
Primordium,4,12525,1400,
tulipes,3,12525,1401,
SquidPane,4,12500,1402,
Delt15ur,12,12500,1403,
VNR_Cyber,6,12500,1404,
GoodFriendsHackingClub,4,12500,1405,
brainfr33ze,1,12475,1406,
dead_davinci,2,12475,1407,
GökTuran,8,12475,1408,
ProtocolRed,1,12475,1409,
n00bs'nt,5,12450,1410,
All Your Flags R Belong To Us,4,12425,1411,
Dc0d34d,3,12425,1412,
DSNS2,12,12400,1413,
AnomH3ck3rs,3,12400,1414,
Turing Nessus,3,12375,1415,
Inconspicuous?,2,12375,1416,
W1red0lphin,7,12375,1417,
mikoan,1,12350,1418,
SupremeOccitan,3,12350,1419,
ISEN Dream Team,8,12325,1420,
Corpus,3,12325,1421,
Bald.png,2,12325,1422,
BishBashBosh,1,12325,1423,
B4D W17CH35,2,12300,1424,
MR R0B0T,11,12300,1425,
ORCAs4Hire,1,12300,1426,
RulerOfHell,1,12275,1427,
1EE7,1,12250,1428,
Eagle-Shield,10,12250,1429,
2hi5hu,1,12250,1430,
Cyber Conquerors,3,12225,1431,
WaterBears,3,12200,1432,
HackOps 0101,4,12175,1433,
brat.exe,5,12150,1434,
OstrichLab,6,12150,1435,
NubT3chTr00ps,6,12125,1436,
BSides Triad,6,12125,1437,
Kheshig,2,12125,1438,
purplebyteone,1,12125,1439,
qwerty99,1,12100,1440,
FailLords,1,12050,1441,
Alpha404,4,12050,1442,
CERT-IS_2025,10,12050,1443,
Saudi,6,12025,1444,
0xGemini,5,12025,1445,
AnonymousGS,14,12025,1446,
Disqualified,3,12000,1447,
Mimikatz7,1,12000,1448,
L0remIpsec,1,12000,1449,
DisastrousInfoSec,1,12000,1450,
Pwn_hack007,4,11950,1451,
LastSeenIn2026,3,11925,1452,
ISSGS,1,11925,1453,
ASU Hacking,3,11925,1454,
HATS,2,11825,1455,
blablablahacker,3,11825,1456,
DreamSecTeam,3,11825,1457,
Supbot,2,11825,1458,
arc_86,1,11825,1459,
The Lonewolf,1,11825,1460,
Manc-OS,7,11800,1461,
LAvionDeFrance,3,11800,1462,
Lost Minds,1,11800,1463,
WorkingName,3,11800,1464,
asdfdsa,1,11775,1465,
Canadian Hacks,2,11775,1466,
Null Penguins,4,11750,1467,
404_Team_Not_Found,5,11725,1468,
Pr4yAndP1ng,2,11700,1469,
DEDS3C,1,11700,1470,
Team Mazala,7,11700,1471,
ESCAL8,3,11675,1472,
icedmilk,1,11675,1473,
f4b3r,1,11675,1474,
N1KA,3,11650,1475,
Cyber Wolverines,4,11650,1476,
InfoSecMakesMeCry,3,11625,1477,
z0d1ak,1,11625,1478,
FEJM,3,11625,1479,
SC1T 4 NUL,8,11625,1480,
scumbos,2,11625,1481,
who_knows,4,11625,1482,
immtb,1,11600,1483,
Digit breakers,2,11600,1484,
StealthyElephants,2,11600,1485,
Step by Klette,2,11575,1486,
404 - Brain Not Found,1,11575,1487,
CH-FlagFarm,3,11575,1488,
Storm Shadow,5,11550,1489,
Tzupy,1,11550,1490,
AASTU CSC,6,11550,1491,
Ft0ur_chb4k1y4_msmn,4,11550,1492,
346563453456,1,11550,1493,
Bouffone,1,11525,1494,
skulobasket,1,11525,1495,
Sec4People,4,11525,1496,
Dragonhearts,8,11500,1497,
Gon_Tanaka,1,11500,1498,
l00m,2,11500,1499,
FTL,3,11500,1500,
astralsec,1,11475,1501,
Hash Gatos,4,11475,1502,
UMBC CyberDawgs [General],3,11475,1503,
Socks of Ort,2,11450,1504,
NSbit,6,11450,1505,
cyberrats,5,11425,1506,
Khonsu!,1,11425,1507,
FFC,4,11425,1508,
BomB|SQUAD,2,11425,1509,
P$UT,4,11425,1510,
Cells,2,11425,1511,
OptiLoompas,4,11425,1512,
Gri3f,1,11425,1513,
eltesters,4,11400,1514,
cyberXarmy,8,11400,1515,
Asterion_sou_WhiteMonstr_a_30%,3,11400,1516,
Bashing Bros,7,11375,1517,
Silence of the LANs,1,11325,1518,
Unlinked Lists,10,11325,1519,
cpss,4,11275,1520,
Elkorn Heavy Industries,1,11250,1521,
AreDaYush?,1,11250,1522,
Cowbells,3,11200,1523,
jinux,1,11200,1524,
Black Revenants,3,11200,1525,
The Hack Pack,14,11175,1526,
PseudoSudoToo,5,11175,1527,
Cyber Jacks,6,11125,1528,
Lric_c@n_f1y,1,11125,1529,
capo,1,11125,1530,
RSC,1,11075,1531,
7rYH4rd3r,4,11075,1532,
mznr,1,11050,1533,
1wind,4,11025,1534,
NickleBackDoors,2,11025,1535,
Crizpix,4,11000,1536,
Knights of the pong table,4,11000,1537,
J3llyB34n_5w4g,1,10975,1538,
ESPower,4,10975,1539,
Genovese,4,10975,1540,
Exfiltr8,2,10950,1541,
C0d3#FF0000,3,10950,1542,
capybara_clan,1,10925,1543,
CryptoniteMIT,6,10925,1544,
LeetCyber,1,10925,1545,
Narikootam,4,10900,1546,
Herc,1,10900,1547,
Wirekill,1,10875,1548,
The Thunderbirds,1,10875,1549,
Janissary,1,10875,1550,
Infosec_IITG,5,10875,1551,
Broot Force,5,10850,1552,
D€dSe¢,2,10850,1553,
重生之我在工位学攻防,5,10825,1554,
t34m-n4m3,3,10825,1555,
overDOS,2,10800,1556,
xZ3ft,3,10800,1557,
$HIDDEN,3,10800,1558,
Livin' ethical,1,10800,1559,
EachLove3,2,10800,1560,
TheInnerCircle,1,10800,1561,
Swinburne Cybersec Club (SCSC),4,10775,1562,
MindSec,3,10775,1563,
Imineti,2,10775,1564,
the_r4v3n,1,10775,1565,
say meow,4,10775,1566,
mpill_team,1,10775,1567,
Zer0DayBr33ch,2,10750,1568,
EyeOfHorus,6,10750,1569,
FeelTheBit,2,10750,1570,
Bug Sniffers,6,10750,1571,
Zero Day Titans,4,10750,1572,
K0rtz,1,10750,1573,
CasualClippyCloners,1,10750,1574,
TaoHu,2,10750,1575,
Big Mean Machine,2,10725,1576,
Schroit Shell (SSH),2,10725,1577,
Cloudflight,3,10725,1578,
Voodoo People,3,10725,1579,
LEG1ON,5,10700,1580,
p4r4n01d1ns0mn14cs,2,10700,1581,
NightBed Readers,1,10700,1582,
HAXStrikes,14,10700,1583,
Bott,3,10700,1584,
MenTa,1,10675,1585,
TurbineSec,4,10675,1586,
RoyalSlayers,4,10675,1587,
<..C00kiesInTheSh3ll..>,3,10675,1588,
PwnTarts,4,10675,1589,
MONGOLYLNA,1,10650,1590,
JMP ESP,4,10625,1591,
char kway teow,6,10625,1592,
Kartoffelsalat,6,10625,1593,
Team_Zero_Bytes,2,10625,1594,
Team WBH CTF,5,10625,1595,
Shakespeare,1,10625,1596,
Team Allen Sucks,4,10600,1597,
IndigoShadow,1,10600,1598,
c0mraiderss,5,10600,1599,
ByteGuard CS Solutions,1,10575,1600,
r4nd0m1z3,1,10575,1601,
Meme Grinder,3,10575,1602,
Modger,3,10550,1603,
S3GF4UL7,1,10525,1604,
teapot_,4,10500,1605,
QUT,1,10475,1606,
Ecko,2,10475,1607,
net.warriors,8,10425,1608,
ITAsec_,8,10425,1609,
Big boys,2,10375,1610,
Phantom Overflow,6,10350,1611,
SQL Injectors,1,10350,1612,
The Cyber Samurai,1,10325,1613,
Sea~,2,10325,1614,
Blue LobsTeam,4,10325,1615,
Cyber Canetas,4,10325,1616,
Probe,6,10325,1617,
DU_Black_Noodles,3,10275,1618,
nopnopnop,1,10275,1619,
Hacktogone,3,10275,1620,
Aegean Raiders,1,10250,1621,
DarkLearners,2,10250,1622,
Moo,1,10225,1623,
ReverseInsane,1,10200,1624,
Rayleigh,1,10200,1625,
ENSAMC,4,10175,1626,
b0rn_2_pwn,2,10100,1627,
Null404,3,10100,1628,
$had0wBr0k3r$,3,10075,1629,
Penetradores Com Causa,5,10075,1630,
Cub3rs,1,10075,1631,
donbo,1,10075,1632,
R00M_507,1,10050,1633,
HO,1,10050,1634,
KxIllers,1,10050,1635,
Nabuchodonosaurus,2,10050,1636,
WakeZone,1,10050,1637,
MH2023,1,10025,1638,
1n5@n3_b0yz,6,10025,1639,
NoWeHack,1,10025,1640,
51ing3,3,10025,1641,
ByteElites,7,10000,1642,
stupidity,1,10000,1643,
0bnox1ou5,2,10000,1644,
Ketchup(Catch-up),6,9975,1645,
bolahia,6,9950,1646,
Cyber_Consol_Commanddos,3,9925,1647,
MawoFutQuest,1,9925,1648,
0xNuecht,6,9925,1649,
Heartseekers,5,9925,1650,
dalchawal,2,9925,1651,
Team OG,1,9925,1652,
Maryville University CA,5,9900,1653,
Squirrelpower,1,9900,1654,
TheFourRealNinjaTurtles,5,9900,1655,
737472696b65,1,9900,1656,
Qexploits,2,9900,1657,
Root Ranger Renegades,2,9900,1658,
misfits,1,9875,1659,
HKThree,1,9875,1660,
haiya uncle roger,1,9875,1661,
sLm,1,9875,1662,
Zero-Day Zealots,2,9875,1663,
Wayne Smallman and the Gophers,1,9875,1664,
b1zarre,1,9875,1665,
Access-Denied,3,9875,1666,
LoveHotelHack'tivities,4,9850,1667,
CraziosHackers,2,9850,1668,
4o1,1,9850,1669,
Black Ops,2,9850,1670,
Nobody8770,4,9850,1671,
KODE20,2,9850,1672,
Team Vnr,10,9825,1673,
s3gf4ult,6,9825,1674,
PhaseQ,4,9825,1675,
mas renan tolong yg smngat yh,2,9825,1676,
HambiSec,3,9825,1677,
Knights of apocalypse,1,9825,1678,
Martin's,2,9825,1679,
Let_Me_Solo_This,1,9800,1680,
Los Administratos,3,9800,1681,
Wax#,2,9800,1682,
k-cat,1,9775,1683,
FileNotFoundError,1,9775,1684,
IU_Zer0Skills,3,9775,1685,
Hackingway,1,9775,1686,
HACKMYBOX.COM,1,9775,1687,
nzdjb,1,9775,1688,
Synk,1,9750,1689,
Virginie CTFira,4,9725,1690,
CyberDefender_2,2,9725,1691,
